"No.","Time","Source","Destination","Protocol","Length","Info"
"391","5.599632","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=95992 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"392","5.599795","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=97361 Win=64240 Len=0"
"393","5.599904","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=97361 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"394","5.601003","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=98730 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"395","5.602127","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=100099 Win=64240 Len=0"
"396","5.723207","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=100099 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"397","5.723495","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=101468 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"398","5.723695","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=102837 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"399","5.723969","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=104206 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"400","5.724110","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=105575 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"401","5.724337","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=106944 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"402","5.724455","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=108313 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"403","5.724600","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=109682 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"404","5.724716","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=109682 Win=64240 Len=0"
"405","5.724897","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=111051 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"406","5.725204","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=112420 Win=64240 Len=0"
"407","5.725208","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=112420 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"408","5.725210","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=113789 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"409","5.725278","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=115158 Win=64240 Len=0"
"410","5.725468","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=115158 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"411","5.725625","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=116527 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"412","5.725803","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=117896 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"413","5.725939","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=119265 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"414","5.726073","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=120634 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"415","5.726220","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=122003 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"416","5.726327","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=123372 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"417","5.726801","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=124741 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"418","5.727103","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=126110 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"419","5.727184","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=126110 Win=62871 Len=0"
"420","5.727249","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=127479 Win=64240 Len=0"
"421","5.727484","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=127479 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"422","5.728139","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=128848 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"423","5.728340","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=130217 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"424","5.729573","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=131586 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"425","5.729685","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=131586 Win=64240 Len=0"
"426","5.729689","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=132955 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"427","5.729769","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=134324 Win=64240 Len=0"
"428","5.730753","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=134324 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"429","5.730960","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=135693 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"430","5.732094","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=137062 Win=64240 Len=0"
"431","5.732302","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=137062 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"432","5.732451","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=138431 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"433","5.733810","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=139800 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"434","5.733976","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=141169 Win=64240 Len=0"
"435","5.734054","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=141169 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"436","5.735047","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=142538 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"437","5.735226","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=143907 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"438","5.736587","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=145276 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"439","5.736683","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=146645 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"440","5.737192","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=148014 Win=64240 Len=0"
"441","5.737935","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=148014 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"442","5.738216","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=149383 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"443","5.739285","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=150752 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"444","5.739457","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=152121 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"445","5.739724","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=153490 Win=64240 Len=0"
"446","5.740777","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=153490 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"447","5.740948","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=154859 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"448","5.742178","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=156228 Win=64240 Len=0"
"449","5.742184","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=156228 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"450","5.742422","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=157597 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"451","5.743477","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=158966 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"452","5.743725","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=160335 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"453","5.744638","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=161704 Win=64240 Len=0"
"454","5.744910","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=161704 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"455","5.844618","5.196.214.27","192.168.204.137","TCP","1423","[TCP Retransmission] 80  >  49285 [PSH, ACK] Seq=161704 Ack=71 Win=64240 Len=1369"
"456","5.847159","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=163073 Win=62871 Len=0"
"457","5.851690","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=163073 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"458","5.851825","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=164442 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"459","5.852242","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=165811 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"460","5.852256","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=165811 Win=64240 Len=0"
"461","5.852430","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=167180 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"462","5.852544","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=168549 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"463","5.853139","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=169918 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"464","5.853254","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=171287 Win=64240 Len=0"
"465","5.857516","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=171287 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"466","5.857765","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=172656 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"467","5.857855","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=174025 Win=64240 Len=0"
"468","5.858068","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=174025 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"469","5.858379","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=175394 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"470","5.858582","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=176763 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"471","5.858686","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=178132 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"472","5.859152","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=179501 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"473","5.859284","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=180870 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"474","5.859290","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=180870 Win=64240 Len=0"
"475","5.859399","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=182239 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"476","5.859537","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=183608 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"477","5.859598","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=184977 Win=64240 Len=0"
"478","5.859760","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=184977 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"479","5.860071","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=186346 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"480","5.860223","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=187715 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"481","5.860230","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=187715 Win=64240 Len=0"
"482","5.860394","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=189084 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"483","5.860474","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=190453 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"484","5.860505","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=190453 Win=64240 Len=0"
"485","5.860844","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=191822 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"486","5.860940","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=193191 Win=64240 Len=0"
"487","5.860983","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=193191 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"488","5.861137","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=194560 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"489","5.861223","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=195929 Win=64240 Len=0"
"490","5.862155","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=195929 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"491","5.862443","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=197298 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"492","5.862521","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=198667 Win=64240 Len=0"
"493","5.862607","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=198667 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"494","5.862706","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=200036 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"495","5.862770","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=201405 Win=64240 Len=0"
"496","5.863530","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=201405 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"497","5.864026","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=202774 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"498","5.864154","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=204143 Win=64240 Len=0"
"499","5.864224","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=204143 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"500","5.865223","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=205512 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"501","5.865319","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=206881 Win=64240 Len=0"
"502","5.866739","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=206881 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"503","5.866923","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=208250 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"504","5.866989","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=209619 Win=64240 Len=0"
"505","5.867529","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=209619 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"506","5.867908","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=210988 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"507","5.868012","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=212357 Win=64240 Len=0"
"508","5.868888","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=212357 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"509","5.869007","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=213726 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"510","5.869075","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=215095 Win=64240 Len=0"
"511","5.873552","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=215095 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"512","5.873936","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=216464 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"513","5.874077","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=217833 Win=64240 Len=0"
"514","5.874127","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=217833 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"515","5.874247","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=219202 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"516","5.874320","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=220571 Win=64240 Len=0"
"517","5.874481","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=220571 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"518","5.874605","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=221940 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"519","5.874789","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=223309 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"520","5.875421","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=224678 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"521","5.875492","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=226047 Win=64240 Len=0"
"522","5.981637","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=226047 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"523","5.981804","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=227416 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"524","5.984540","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=228785 Win=64240 Len=0"
"525","5.984543","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=228785 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"526","5.984545","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=230154 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"527","5.984547","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=231523 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"528","5.984550","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=232892 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"529","5.987040","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=234261 Win=64240 Len=0"
"530","5.989264","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=234261 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"531","5.989276","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=235630 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"532","5.989279","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=236999 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"533","5.989283","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=236999 Win=64240 Len=0"
"534","5.989285","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=238368 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"535","5.989288","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=239737 Win=64240 Len=0"
"536","5.989289","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=239737 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"537","5.994575","5.196.214.27","192.168.204.137","TCP","1423","[TCP Previous segment not captured] 80  >  49285 [PSH, ACK] Seq=242475 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"538","5.994585","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=243844 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"539","5.994589","192.168.204.137","5.196.214.27","TCP","60","[TCP ACKed unseen segment] 49285  >  80 [ACK] Seq=71 Ack=245213 Win=64240 Len=0"
"540","5.994591","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=245213 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"541","5.994593","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=246582 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"542","5.994595","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=247951 Win=64240 Len=0"
"543","5.994597","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=247951 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"544","5.994969","5.196.214.27","192.168.204.137","TCP","1423","[TCP Previous segment not captured] 80  >  49285 [PSH, ACK] Seq=252058 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"545","5.994975","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=253427 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"546","5.994978","192.168.204.137","5.196.214.27","TCP","60","[TCP ACKed unseen segment] 49285  >  80 [ACK] Seq=71 Ack=253427 Win=64240 Len=0"
"547","5.995395","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=254796 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"548","5.995402","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=256165 Win=64240 Len=0"
"549","5.995404","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=256165 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"550","5.995555","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=257534 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"551","5.995641","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=258903 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"552","5.995816","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=260272 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"553","5.995891","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=260272 Win=64240 Len=0"
"554","5.995932","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=261641 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"555","5.996037","192.168.204.137","5.196.214.27","TCP","60","49285  >  80 [ACK] Seq=71 Ack=263010 Win=64240 Len=0"
"556","5.996041","5.196.214.27","192.168.204.137","TCP","1423","80  >  49285 [PSH, ACK] Seq=263010 Ack=71 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
