"No.","Time","Source","Destination","Protocol","Length","Info"
"111","5.833313","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=2735 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"112","5.833423","188.120.225.17","10.200.2.252","TCP","59","8080  >  61559 [PSH, ACK] Seq=4102 Ack=715 Win=65616 Len=5 [TCP segment of a reassembled PDU]"
"113","5.834062","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=2735 Win=40960 Len=0"
"114","5.834142","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=4107 Win=40960 Len=0"
"115","6.209242","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=4107 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"116","6.223099","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=5474 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"117","6.223405","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=6841 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"118","6.223595","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=8208 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"119","6.223771","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=9575 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"120","6.224128","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=6841 Win=40960 Len=0"
"121","6.224210","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=9575 Win=40960 Len=0"
"122","6.237205","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=10942 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"123","6.237429","188.120.225.17","10.200.2.252","TCP","339","8080  >  61559 [ACK] Seq=12309 Ack=715 Win=65616 Len=285 [TCP segment of a reassembled PDU]"
"124","6.238221","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=12309 Win=40960 Len=0"
"125","6.398204","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=12594 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"126","6.398447","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=13961 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"127","6.398635","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=15328 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"128","6.399222","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=13961 Win=40960 Len=0"
"129","6.399302","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=16695 Win=40960 Len=0"
"130","6.411943","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=16695 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"131","6.413723","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=18062 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"132","6.414026","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=19429 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"133","6.414224","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=20796 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"134","6.414789","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=19429 Win=40960 Len=0"
"135","6.414867","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=22163 Win=40960 Len=0"
"136","6.426086","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=22163 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"137","6.426382","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=23530 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"138","6.426569","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=24897 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"139","6.426753","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=26264 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"140","6.427147","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=24897 Win=40960 Len=0"
"141","6.427225","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=27631 Win=40960 Len=0"
"142","6.427745","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=27631 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"143","6.573801","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=28998 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"144","6.574807","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=30365 Win=40960 Len=0"
"145","6.585773","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=30365 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"146","6.586045","188.120.225.17","10.200.2.252","TCP","624","8080  >  61559 [ACK] Seq=31732 Ack=715 Win=65616 Len=570 [TCP segment of a reassembled PDU]"
"147","6.586219","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=32302 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"148","6.586405","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=33669 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"149","6.586580","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=35036 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"150","6.586800","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=32302 Win=40960 Len=0"
"151","6.587735","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=35036 Win=40960 Len=0"
"152","6.587757","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=36403 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"153","6.588631","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=37770 Win=40960 Len=0"
"154","6.600881","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=37770 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"155","6.601183","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=39137 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"156","6.601401","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=40504 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"157","6.601576","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=41871 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"158","6.601814","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=43238 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"159","6.601901","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=40504 Win=40960 Len=0"
"160","6.602077","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=44605 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"161","6.602262","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=45972 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"162","6.602450","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=47339 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"163","6.602625","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=48706 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"164","6.602805","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=50073 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"165","6.602837","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=43238 Win=40960 Len=0"
"166","6.602899","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=45972 Win=40960 Len=0"
"167","6.602992","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=51440 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"168","6.603816","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=48706 Win=40960 Len=0"
"169","6.603893","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=51440 Win=40960 Len=0"
"170","6.615408","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=52807 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"171","6.615658","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=54174 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"172","6.615874","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=55541 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"173","6.616050","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=56908 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"174","6.616224","188.120.225.17","10.200.2.252","TCP","1421","8080  >  61559 [ACK] Seq=58275 Ack=715 Win=65616 Len=1367 [TCP segment of a reassembled PDU]"
"175","6.616436","10.200.2.252","188.120.225.17","TCP","54","61559  >  8080 [ACK] Seq=715 Ack=54174 Win=40960 Len=0"
